duration,total_ram,free_ram,total_disk,free_disk,processor
164.0,16.0,6.13,256.0,156.26,amd ryzen 5
215.0,16.0,8.55,256.0,115.47,intel i3
161.0,16.0,10.54,256.0,174.4,intel i5
171.0,16.0,9.2,256.0,79.33,intel i5
237.0,16.0,6.5,512.0,194.82,amd ryzen 3
25.0,32.0,15.2,512.0,221.64,amd ryzen 7
265.0,16.0,4.32,256.0,107.06,amd ryzen 3
140.0,32.0,14.85,256.0,139.67,amd ryzen 3
31.0,32.0,13.56,256.0,,intel i7
84.0,32.0,11.89,256.0,75.0,amd ryzen 5
119.0,16.0,8.58,512.0,294.32,intel i7
295.0,16.0,3.29,256.0,98.75,intel i3
234.0,16.0,7.64,512.0,199.0,amd ryzen 3
191.0,16.0,7.03,256.0,50.41,intel i5
182.0,16.0,8.15,512.0,257.13,intel i5
116.0,16.0,7.0,512.0,315.16,intel i7
153.0,16.0,6.98,512.0,204.04,amd ryzen 5
,16.0,8.33,256.0,218.91,amd ryzen 7
90.0,16.0,7.51,512.0,316.67,amd ryzen 7
294.0,16.0,5.57,256.0,106.52,intel i3
208.0,16.0,11.21,256.0,58.81,intel i3
148.0,32.0,14.69,256.0,165.41,intel i3
101.0,32.0,12.14,512.0,228.09,intel i7
229.0,16.0,8.18,512.0,295.15,intel i3
163.0,16.0,4.04,512.0,273.31,intel i7
247.0,16.0,8.4,256.0,178.04,intel i3
114.0,32.0,16.05,256.0,168.45,amd ryzen 3
205.0,16.0,7.63,256.0,126.09,amd ryzen 3
134.0,32.0,15.27,256.0,164.28,amd ryzen 3
51.0,32.0,17.79,256.0,68.91,amd ryzen 5
60.0,32.0,16.4,256.0,151.6,intel i5
257.0,32.0,,,80.97,amd ryzen 3
249.0,16.0,6.88,512.0,238.01,intel i3
231.0,16.0,9.22,512.0,262.32,intel i3
167.0,32.0,13.57,256.0,246.0,amd ryzen 3
215.0,16.0,10.81,256.0,147.38,intel i3
,16.0,6.88,256.0,127.68,intel i3
260.0,16.0,4.86,256.0,184.16,intel i3
225.0,16.0,7.6,256.0,213.91,amd ryzen 3
25.0,32.0,16.39,256.0,246.0,intel i7
148.0,32.0,15.52,512.0,257.95,intel i3
276.0,16.0,2.27,256.0,196.76,amd ryzen 3
103.0,16.0,6.9,256.0,101.93,amd ryzen 7
,32.0,15.17,256.0,181.13,amd ryzen 7
139.0,16.0,4.75,256.0,137.91,amd ryzen 7
96.0,32.0,12.39,512.0,322.4,intel i5
161.0,16.0,7.49,256.0,185.53,amd ryzen 5
101.0,16.0,7.03,512.0,307.77,amd ryzen 7
33.0,32.0,17.9,512.0,284.41,intel i5
121.0,16.0,11.24,512.0,184.98,intel i5
66.0,32.0,10.53,256.0,207.25,intel i7
239.0,16.0,8.57,256.0,21.33,intel i3
168.0,16.0,6.2,256.0,93.2,amd ryzen 5
25.0,32.0,15.3,512.0,265.09,amd ryzen 7
269.0,16.0,6.04,256.0,102.16,amd ryzen 3
279.0,16.0,5.85,256.0,153.88,intel i3
207.0,16.0,9.06,256.0,246.0,amd ryzen 3
51.0,32.0,14.59,512.0,204.31,intel i7
48.0,32.0,17.16,,239.01,intel i5
206.0,32.0,12.86,256.0,162.39,amd ryzen 3
122.0,16.0,4.88,512.0,303.98,amd ryzen 7
133.0,16.0,8.36,512.0,205.48,intel i7
25.0,32.0,14.4,256.0,122.77,amd ryzen 7
115.0,16.0,8.12,512.0,301.31,intel i7
90.0,16.0,7.66,256.0,95.66,amd ryzen 7
207.0,32.0,13.6,512.0,176.15,intel i3
129.0,16.0,7.47,256.0,232.72,intel i7
,16.0,12.81,256.0,164.85,intel i7
180.0,16.0,8.43,256.0,246.0,intel i5
133.0,16.0,5.01,512.0,339.57,amd ryzen 7
81.0,16.0,8.12,512.0,228.85,intel i7
215.0,16.0,9.62,512.0,257.19,amd ryzen 3
182.0,32.0,15.56,512.0,169.39,intel i3
200.0,16.0,10.38,256.0,182.51,amd ryzen 3
117.0,32.0,12.75,256.0,235.62,intel i5
149.0,16.0,9.08,512.0,206.59,amd ryzen 5
128.0,16.0,7.33,512.0,255.82,intel i7
240.0,16.0,7.76,256.0,190.68,intel i3
,16.0,5.79,512.0,290.34,amd ryzen 5
57.0,32.0,13.53,256.0,111.45,intel i7
170.0,16.0,7.98,512.0,273.96,intel i5
196.0,32.0,13.45,512.0,375.75,intel i3
246.0,16.0,7.55,512.0,345.13,intel i3
101.0,16.0,6.41,512.0,265.66,amd ryzen 7
240.0,16.0,7.87,256.0,157.12,intel i3
81.0,32.0,12.51,512.0,340.56,amd ryzen 5
174.0,16.0,5.74,512.0,134.45,amd ryzen 5
244.0,16.0,6.1,,114.61,amd ryzen 3
275.0,16.0,5.79,512.0,332.45,intel i3
178.0,16.0,8.22,512.0,304.28,intel i5
142.0,16.0,7.97,512.0,249.16,amd ryzen 5
74.0,16.0,10.37,256.0,168.84,amd ryzen 7
46.0,32.0,15.43,512.0,309.28,amd ryzen 5
130.0,16.0,6.42,512.0,313.72,intel i7
158.0,16.0,8.48,256.0,142.69,intel i5
105.0,16.0,9.36,256.0,178.99,amd ryzen 7
25.0,32.0,15.78,256.0,113.12,amd ryzen 7
212.0,16.0,9.88,256.0,200.97,amd ryzen 3
225.0,16.0,3.31,256.0,93.95,intel i5
203.0,16.0,8.13,512.0,282.54,amd ryzen 3
130.0,32.0,16.44,256.0,121.55,intel i3
94.0,32.0,13.23,256.0,47.14,amd ryzen 5
162.0,16.0,6.08,512.0,203.51,intel i5
168.0,32.0,16.49,512.0,314.91,intel i3
137.0,16.0,6.49,256.0,98.31,intel i7
206.0,32.0,12.1,256.0,93.34,intel i3
219.0,16.0,9.01,256.0,90.39,intel i3
238.0,16.0,9.54,256.0,10.0,intel i3
25.0,32.0,16.82,256.0,48.09,amd ryzen 7
261.0,16.0,5.5,512.0,270.53,amd ryzen 3
146.0,16.0,5.56,,358.42,intel i7
75.0,32.0,14.68,256.0,130.25,amd ryzen 5
101.0,16.0,10.53,256.0,187.45,intel i7
192.0,16.0,5.16,512.0,250.99,intel i5
253.0,16.0,7.57,256.0,152.2,amd ryzen 3
222.0,16.0,9.01,256.0,179.29,amd ryzen 3
25.0,32.0,15.49,256.0,93.72,intel i7
25.0,32.0,15.74,512.0,227.17,intel i7
224.0,16.0,7.97,512.0,186.04,amd ryzen 3
204.0,16.0,10.68,256.0,168.78,intel i3
96.0,16.0,7.51,256.0,133.77,amd ryzen 7
69.0,32.0,11.58,256.0,101.72,intel i7
25.0,32.0,16.0,512.0,270.87,amd ryzen 7
30.0,32.0,15.54,512.0,313.61,amd ryzen 5
294.0,16.0,5.22,,133.91,intel i3
250.0,16.0,6.5,512.0,265.1,amd ryzen 3
98.0,16.0,11.88,512.0,248.28,amd ryzen 5
65.0,32.0,14.53,256.0,88.48,intel i5
156.0,16.0,9.37,512.0,269.72,intel i5
127.0,16.0,5.71,256.0,98.03,amd ryzen 7
167.0,16.0,6.91,512.0,291.39,amd ryzen 5
219.0,16.0,9.09,512.0,265.53,intel i3
25.0,32.0,16.57,512.0,336.84,intel i7
155.0,16.0,5.54,512.0,318.16,amd ryzen 5
145.0,16.0,8.01,256.0,207.24,amd ryzen 5
118.0,32.0,17.2,,244.14,amd ryzen 3
175.0,32.0,12.85,512.0,368.43,intel i3
199.0,32.0,12.61,512.0,276.7,intel i3
95.0,16.0,8.5,256.0,143.1,intel i7
301.0,16.0,2.97,256.0,91.32,intel i3
188.0,16.0,10.98,512.0,236.64,amd ryzen 3
126.0,16.0,6.38,256.0,124.47,intel i7
200.0,32.0,13.7,,244.47,intel i3
143.0,16.0,5.64,512.0,131.11,intel i7
97.0,32.0,13.0,256.0,118.34,amd ryzen 5
132.0,32.0,18.27,512.0,291.41,intel i3
178.0,16.0,2.33,256.0,59.16,intel i7
122.0,16.0,5.13,512.0,216.06,
197.0,16.0,5.16,256.0,246.0,intel i5
216.0,16.0,5.95,512.0,293.36,amd ryzen 3
120.0,32.0,12.85,512.0,317.15,intel i5
47.0,16.0,11.55,256.0,155.0,intel i7
257.0,16.0,9.65,256.0,179.37,intel i3
97.0,32.0,10.54,512.0,246.68,intel i7
63.0,32.0,14.01,512.0,335.45,amd ryzen 5
200.0,16.0,9.27,512.0,240.22,amd ryzen 3
131.0,32.0,16.89,256.0,239.77,intel i3
91.0,32.0,13.19,512.0,366.93,amd ryzen 5
179.0,16.0,8.45,256.0,140.23,intel i5
160.0,32.0,15.88,256.0,100.21,intel i3
149.0,16.0,9.24,256.0,127.87,intel i5
87.0,16.0,6.9,512.0,97.61,amd ryzen 7
164.0,32.0,,256.0,167.86,amd ryzen 3
25.0,32.0,,256.0,179.48,intel i7
158.0,16.0,4.87,512.0,,intel i7
112.0,16.0,7.37,256.0,126.3,amd ryzen 7
146.0,32.0,16.94,512.0,307.38,intel i3
72.0,32.0,14.55,512.0,435.06,amd ryzen 5
237.0,16.0,6.85,512.0,340.35,amd ryzen 3
216.0,16.0,3.67,256.0,169.06,intel i5
170.0,32.0,13.06,512.0,163.19,intel i3
133.0,32.0,14.21,512.0,292.78,amd ryzen 3
25.0,32.0,15.0,256.0,56.71,amd ryzen 7
161.0,32.0,12.44,256.0,159.4,amd ryzen 3
61.0,16.0,9.46,512.0,135.11,amd ryzen 7
119.0,16.0,6.32,256.0,30.04,amd ryzen 7
210.0,16.0,10.31,512.0,121.79,intel i3
140.0,16.0,8.54,512.0,481.33,intel i5
25.0,32.0,15.21,512.0,293.27,amd ryzen 7
192.0,32.0,13.16,256.0,246.0,intel i3
239.0,16.0,6.53,512.0,301.84,amd ryzen 3
149.0,16.0,6.44,256.0,28.02,intel i7
25.0,32.0,18.21,512.0,208.29,amd ryzen 7
108.0,16.0,7.63,256.0,24.34,amd ryzen 7
25.0,32.0,17.99,512.0,185.56,intel i7
83.0,32.0,13.39,512.0,,amd ryzen 5
52.0,32.0,15.95,512.0,355.96,amd ryzen 5
76.0,32.0,15.46,256.0,114.67,amd ryzen 5
75.0,32.0,10.62,256.0,10.0,amd ryzen 7
116.0,32.0,10.06,512.0,279.13,amd ryzen 5
47.0,32.0,12.21,512.0,252.3,amd ryzen 7
240.0,16.0,8.47,256.0,31.88,intel i3
157.0,32.0,14.69,256.0,23.39,intel i3
285.0,16.0,5.98,512.0,299.17,intel i7
258.0,16.0,7.35,256.0,126.87,intel i3
247.0,16.0,7.93,256.0,207.69,intel i3
167.0,16.0,4.72,256.0,193.57,intel i7
212.0,16.0,7.96,256.0,246.0,amd ryzen 3
25.0,32.0,15.68,512.0,318.91,intel i7
28.0,32.0,13.43,512.0,332.09,amd ryzen 7
216.0,16.0,4.97,256.0,199.32,intel i5
137.0,16.0,8.74,256.0,119.11,intel i5
265.0,16.0,6.3,512.0,310.55,amd ryzen 3
57.0,,13.51,512.0,282.75,intel i7
181.0,32.0,10.55,256.0,92.7,amd ryzen 3
106.0,16.0,9.18,512.0,289.77,intel i7
144.0,16.0,9.06,256.0,187.12,amd ryzen 5
191.0,16.0,7.04,512.0,175.21,intel i5
100.0,32.0,13.54,512.0,201.44,intel i5
171.0,16.0,9.06,512.0,256.51,intel i5
121.0,16.0,5.46,256.0,10.0,intel i7
155.0,16.0,7.97,512.0,241.79,amd ryzen 5
266.0,16.0,7.81,256.0,93.79,intel i3
247.0,16.0,8.45,512.0,300.53,intel i3
87.0,16.0,9.45,256.0,57.15,amd ryzen 7
114.0,32.0,18.29,256.0,143.99,amd ryzen 3
263.0,16.0,7.09,512.0,258.17,intel i3
78.0,16.0,7.36,256.0,165.27,amd ryzen 7
95.0,16.0,7.97,256.0,100.56,amd ryzen 7
99.0,16.0,7.58,256.0,119.65,intel i7
133.0,32.0,16.76,256.0,,intel i3
144.0,16.0,4.61,256.0,28.34,intel i7
215.0,16.0,4.6,256.0,58.51,amd ryzen 5
116.0,16.0,9.96,512.0,416.03,amd ryzen 5
172.0,32.0,12.68,512.0,347.49,amd ryzen 3
193.0,16.0,4.64,256.0,192.99,amd ryzen 5
86.0,16.0,8.18,256.0,180.33,amd ryzen 7
186.0,16.0,6.02,256.0,212.37,intel i5
118.0,16.0,3.2,512.0,334.38,amd ryzen 7
106.0,32.0,14.97,,123.37,intel i5
187.0,16.0,7.48,256.0,24.05,intel i5
123.0,16.0,6.31,512.0,239.59,amd ryzen 7
243.0,16.0,6.24,256.0,246.0,amd ryzen 3
207.0,16.0,3.75,256.0,10.0,intel i5
143.0,16.0,10.87,512.0,261.23,amd ryzen 5
72.0,16.0,9.51,256.0,129.25,amd ryzen 7
63.0,32.0,14.62,256.0,246.0,amd ryzen 5
237.0,16.0,2.52,256.0,154.8,amd ryzen 5
25.0,32.0,19.99,256.0,168.53,amd ryzen 7
135.0,16.0,4.02,256.0,175.71,amd ryzen 7
296.0,16.0,5.31,256.0,109.11,intel i3
226.0,16.0,6.99,512.0,445.56,amd ryzen 3
184.0,16.0,6.75,256.0,95.13,intel i5
110.0,32.0,12.3,512.0,300.91,intel i5
187.0,16.0,7.25,256.0,75.27,intel i5
125.0,32.0,12.53,256.0,148.6,intel i5
157.0,32.0,13.85,512.0,318.91,amd ryzen 3
198.0,16.0,8.13,256.0,246.0,intel i5
121.0,32.0,11.55,256.0,132.51,intel i5
134.0,32.0,12.57,256.0,31.23,intel i5
108.0,16.0,6.18,256.0,46.58,amd ryzen 7
82.0,16.0,9.27,256.0,146.07,amd ryzen 7
177.0,16.0,7.24,256.0,114.16,intel i5
222.0,16.0,4.48,512.0,,intel i5
66.0,32.0,14.51,256.0,162.52,amd ryzen 5
161.0,16.0,6.75,512.0,255.86,intel i5
50.0,32.0,14.5,256.0,157.8,intel i7
204.0,16.0,5.52,256.0,178.5,intel i5
166.0,16.0,8.31,512.0,369.89,intel i5
143.0,32.0,14.39,256.0,49.24,amd ryzen 3
82.0,16.0,10.52,256.0,130.12,amd ryzen 7
222.0,16.0,7.41,256.0,227.65,amd ryzen 3
237.0,16.0,8.68,512.0,367.17,amd ryzen 3
394.0,16.0,2.53,512.0,276.02,amd ryzen 5
108.0,16.0,7.44,512.0,336.72,intel i7
261.0,16.0,8.03,256.0,118.58,intel i3
93.0,16.0,8.37,512.0,227.94,intel i7
178.0,16.0,6.24,,113.75,intel i5
234.0,16.0,7.3,256.0,19.28,amd ryzen 3
162.0,32.0,15.87,256.0,155.53,amd ryzen 3
165.0,16.0,4.93,512.0,296.19,intel i7
198.0,16.0,4.2,256.0,188.0,amd ryzen 5
179.0,32.0,12.86,512.0,415.11,intel i3
68.0,32.0,16.24,256.0,181.39,intel i5
87.0,32.0,14.89,256.0,119.57,amd ryzen 5
282.0,16.0,5.98,256.0,150.05,intel i3
102.0,16.0,7.01,256.0,244.01,amd ryzen 7
185.0,16.0,4.7,256.0,246.0,intel i7
85.0,32.0,18.58,256.0,10.0,amd ryzen 3
129.0,16.0,10.32,512.0,401.96,amd ryzen 5
25.0,32.0,17.04,512.0,273.84,amd ryzen 7
166.0,32.0,,256.0,145.72,amd ryzen 3
241.0,16.0,5.24,256.0,105.68,intel i5
42.0,32.0,11.91,256.0,188.2,amd ryzen 7
159.0,16.0,8.88,256.0,179.82,intel i5
173.0,16.0,7.87,256.0,165.97,intel i5
221.0,16.0,9.91,256.0,83.4,intel i3
25.0,32.0,17.92,256.0,146.85,intel i7
125.0,16.0,6.8,256.0,100.04,intel i7
137.0,16.0,9.32,,361.98,intel i5
168.0,16.0,7.83,512.0,355.71,intel i5
,32.0,12.79,256.0,212.75,intel i5
56.0,32.0,12.48,512.0,324.54,intel i7
257.0,16.0,6.15,512.0,250.36,intel i3
287.0,16.0,3.4,512.0,274.46,intel i3
245.0,16.0,5.96,256.0,196.78,amd ryzen 3
129.0,32.0,14.95,512.0,178.85,amd ryzen 3
105.0,16.0,7.43,256.0,97.26,amd ryzen 7
92.0,16.0,7.85,256.0,186.02,amd ryzen 7
232.0,16.0,6.41,256.0,97.82,amd ryzen 3
146.0,16.0,4.67,256.0,48.9,intel i7
218.0,32.0,9.52,256.0,35.87,intel i3
235.0,16.0,8.38,512.0,309.32,amd ryzen 3
174.0,32.0,11.22,256.0,105.96,amd ryzen 3
150.0,32.0,16.08,256.0,101.14,amd ryzen 3
25.0,32.0,16.65,256.0,93.12,amd ryzen 7
178.0,16.0,3.81,512.0,269.28,intel i7
34.0,32.0,12.93,512.0,356.06,amd ryzen 7
244.0,16.0,5.75,512.0,315.07,amd ryzen 3
210.0,16.0,9.18,256.0,100.76,intel i3
184.0,16.0,8.13,,354.88,amd ryzen 3
107.0,16.0,6.26,512.0,277.91,amd ryzen 7
161.0,16.0,8.23,256.0,170.68,amd ryzen 5
111.0,16.0,8.38,512.0,307.32,intel i7
159.0,16.0,6.54,,97.39,amd ryzen 5
185.0,32.0,13.78,256.0,,intel i3
218.0,16.0,10.94,256.0,211.44,intel i3
263.0,16.0,6.79,256.0,177.29,amd ryzen 3
238.0,16.0,10.6,512.0,327.99,intel i3
106.0,16.0,6.76,512.0,150.21,intel i7
69.0,16.0,9.31,512.0,502.0,amd ryzen 7
211.0,16.0,7.36,512.0,283.18,intel i5
260.0,16.0,3.67,256.0,58.06,amd ryzen 3
183.0,16.0,6.08,256.0,109.75,intel i5
230.0,16.0,7.63,512.0,294.05,intel i3
,16.0,5.47,256.0,246.0,amd ryzen 3
228.0,16.0,6.22,256.0,246.0,amd ryzen 3
198.0,32.0,9.96,256.0,91.41,amd ryzen 3
69.0,32.0,13.46,512.0,189.72,intel i7
162.0,16.0,8.96,512.0,220.44,intel i5
391.0,16.0,10.08,256.0,246.0,amd ryzen 3
233.0,16.0,7.86,256.0,76.62,intel i3
143.0,16.0,9.47,256.0,80.84,amd ryzen 5
169.0,16.0,6.73,512.0,395.06,amd ryzen 5
112.0,32.0,14.89,256.0,143.79,intel i5
135.0,32.0,10.74,256.0,153.23,intel i5
74.0,16.0,9.72,256.0,177.77,amd ryzen 7
303.0,16.0,4.38,256.0,33.25,intel i3
154.0,16.0,10.82,256.0,133.9,intel i5
154.0,32.0,13.43,512.0,307.48,amd ryzen 3
239.0,16.0,6.79,512.0,350.98,amd ryzen 3
180.0,16.0,7.2,256.0,51.29,intel i5
25.0,32.0,14.6,256.0,94.58,amd ryzen 7
113.0,32.0,17.45,256.0,104.53,amd ryzen 3
89.0,32.0,14.95,256.0,93.06,intel i5
282.0,16.0,4.28,,57.98,amd ryzen 3
152.0,16.0,9.15,256.0,246.0,amd ryzen 5
158.0,16.0,8.18,256.0,10.0,amd ryzen 5
137.0,16.0,8.95,512.0,263.2,amd ryzen 5
146.0,32.0,15.81,512.0,284.65,intel i3
219.0,16.0,7.09,512.0,253.59,amd ryzen 3
223.0,16.0,7.15,256.0,196.61,amd ryzen 3
258.0,16.0,5.44,512.0,332.98,amd ryzen 3
187.0,32.0,13.26,512.0,320.91,intel i3
,16.0,5.59,256.0,102.3,intel i7
166.0,16.0,7.68,256.0,22.19,amd ryzen 5
279.0,16.0,3.7,512.0,397.39,intel i3
171.0,16.0,5.91,256.0,246.0,amd ryzen 5
153.0,16.0,5.85,256.0,122.38,amd ryzen 5
226.0,16.0,6.97,256.0,110.59,amd ryzen 3
139.0,16.0,4.79,256.0,177.08,intel i7
155.0,16.0,7.99,512.0,393.19,amd ryzen 5
244.0,16.0,0.7,256.0,138.93,amd ryzen 5
,16.0,7.9,256.0,217.24,amd ryzen 5
221.0,16.0,7.53,512.0,204.22,amd ryzen 3
225.0,16.0,7.69,512.0,310.67,amd ryzen 3
225.0,16.0,11.04,512.0,227.71,intel i3
108.0,32.0,13.81,512.0,202.16,amd ryzen 5
65.0,16.0,11.55,512.0,186.58,intel i7
30.0,32.0,15.37,512.0,355.05,intel i7
231.0,16.0,10.29,256.0,109.94,intel i3
257.0,16.0,6.87,256.0,10.0,amd ryzen 3
213.0,16.0,9.06,512.0,238.53,amd ryzen 3
141.0,16.0,8.56,512.0,233.27,amd ryzen 5
90.0,16.0,6.9,512.0,282.12,amd ryzen 7
93.0,16.0,9.22,512.0,324.32,intel i7
259.0,16.0,9.03,512.0,321.43,intel i3
177.0,,6.36,512.0,417.48,intel i5
181.0,32.0,13.79,512.0,335.97,
170.0,32.0,13.81,512.0,361.19,amd ryzen 3
193.0,16.0,3.61,256.0,114.01,amd ryzen 5
84.0,16.0,8.86,512.0,230.19,amd ryzen 7
96.0,16.0,9.26,256.0,128.99,intel i7
160.0,16.0,5.41,256.0,87.32,amd ryzen 5
242.0,16.0,1.67,512.0,167.4,intel i5
191.0,16.0,6.75,256.0,91.78,intel i5
90.0,16.0,7.78,256.0,102.49,amd ryzen 7
217.0,16.0,,512.0,361.64,intel i5
25.0,32.0,16.08,256.0,10.0,amd ryzen 7
78.0,32.0,16.02,256.0,52.89,
201.0,16.0,5.45,256.0,52.97,intel i5
112.0,16.0,10.07,256.0,225.76,amd ryzen 5
160.0,16.0,6.19,256.0,60.84,intel i5
25.0,32.0,18.17,256.0,55.98,intel i7
53.0,16.0,9.14,256.0,162.04,amd ryzen 7
25.0,32.0,17.77,256.0,243.61,amd ryzen 7
161.0,16.0,6.98,256.0,142.48,amd ryzen 5
177.0,32.0,12.44,512.0,289.07,intel i3
139.0,16.0,11.26,256.0,153.94,amd ryzen 5
204.0,16.0,5.12,256.0,246.0,intel i5
155.0,32.0,15.51,256.0,134.59,intel i3
238.0,16.0,4.19,512.0,271.99,amd ryzen 3
135.0,16.0,5.0,512.0,450.61,intel i7
187.0,16.0,5.29,256.0,30.41,intel i5
37.0,32.0,15.35,512.0,221.82,amd ryzen 7
153.0,16.0,2.81,512.0,238.68,amd ryzen 7
25.0,32.0,15.16,512.0,362.27,amd ryzen 7
63.0,32.0,11.01,512.0,287.73,amd ryzen 7
25.0,32.0,17.26,512.0,347.11,intel i7
25.0,,13.83,512.0,197.25,amd ryzen 7
63.0,32.0,13.78,256.0,80.78,intel i7
296.0,16.0,4.15,256.0,123.11,intel i3
235.0,16.0,7.27,512.0,283.04,amd ryzen 3
90.0,16.0,9.65,512.0,327.73,intel i7
58.0,32.0,14.04,256.0,114.47,amd ryzen 5
273.0,16.0,7.79,256.0,44.86,intel i3
115.0,16.0,6.89,256.0,172.97,intel i7
173.0,32.0,14.94,512.0,213.97,intel i3
145.0,32.0,16.48,256.0,246.0,intel i3
173.0,32.0,11.85,512.0,337.07,intel i3
118.0,32.0,,256.0,129.3,amd ryzen 3
130.0,16.0,7.0,512.0,272.17,intel i7
149.0,16.0,3.3,256.0,78.1,amd ryzen 7
148.0,16.0,8.01,256.0,201.16,amd ryzen 5
214.0,16.0,8.61,512.0,257.46,intel i3
169.0,32.0,13.96,512.0,336.12,intel i3
43.0,32.0,13.65,512.0,156.64,intel i7
65.0,32.0,13.87,256.0,68.13,intel i7
99.0,32.0,13.86,256.0,163.51,amd ryzen 5
170.0,32.0,12.68,512.0,301.18,amd ryzen 3
165.0,16.0,7.32,256.0,121.55,intel i5
135.0,16.0,10.55,256.0,107.14,amd ryzen 5
79.0,16.0,7.65,256.0,148.95,amd ryzen 7
88.0,32.0,13.62,512.0,136.95,amd ryzen 5
574.0,16.0,7.29,512.0,365.77,intel i3
172.0,16.0,7.15,256.0,21.29,intel i5
125.0,16.0,7.04,256.0,,intel i7
215.0,16.0,5.42,512.0,380.52,amd ryzen 5
126.0,16.0,9.54,256.0,25.68,amd ryzen 5
154.0,16.0,12.3,512.0,165.62,amd ryzen 3
173.0,16.0,6.46,512.0,376.13,amd ryzen 5
25.0,32.0,16.45,256.0,190.39,amd ryzen 7
207.0,16.0,3.2,256.0,131.18,intel i5
230.0,16.0,4.56,256.0,87.66,amd ryzen 3
183.0,32.0,12.69,256.0,194.91,intel i3
101.0,16.0,10.75,256.0,154.4,intel i5
107.0,16.0,6.45,512.0,221.22,
164.0,16.0,7.23,256.0,52.14,amd ryzen 5
183.0,16.0,7.78,256.0,22.95,intel i5
143.0,32.0,14.63,256.0,48.02,amd ryzen 3
106.0,16.0,6.86,256.0,107.49,amd ryzen 7
172.0,16.0,4.45,256.0,209.81,amd ryzen 5
191.0,16.0,5.69,512.0,271.86,intel i5
120.0,16.0,6.93,256.0,223.44,intel i7
186.0,16.0,6.35,512.0,283.36,intel i5
195.0,32.0,14.58,512.0,325.69,intel i3
181.0,16.0,6.77,256.0,195.01,intel i5
86.0,16.0,7.78,256.0,133.23,amd ryzen 7
25.0,32.0,18.83,512.0,308.34,amd ryzen 5
156.0,16.0,9.31,512.0,281.45,amd ryzen 3
137.0,16.0,9.52,256.0,75.06,amd ryzen 5
32.0,32.0,13.73,256.0,246.0,amd ryzen 7
209.0,16.0,5.66,512.0,85.63,intel i5
70.0,32.0,16.62,256.0,192.62,intel i5
25.0,32.0,16.74,512.0,385.1,intel i7
146.0,32.0,16.79,256.0,246.0,amd ryzen 3
63.0,16.0,11.76,512.0,391.53,intel i7
245.0,16.0,7.97,256.0,105.99,amd ryzen 3
178.0,32.0,11.99,512.0,344.68,amd ryzen 3
148.0,16.0,6.68,256.0,85.75,intel i5
119.0,16.0,8.04,256.0,98.63,intel i7
118.0,16.0,7.5,256.0,76.3,intel i7
266.0,16.0,7.19,256.0,133.14,intel i3
56.0,32.0,16.33,256.0,85.32,amd ryzen 5
97.0,16.0,8.39,512.0,389.36,amd ryzen 7
257.0,16.0,5.0,256.0,111.13,intel i3
171.0,16.0,6.95,256.0,238.46,amd ryzen 5
136.0,16.0,8.0,256.0,79.62,amd ryzen 5
148.0,16.0,7.62,512.0,242.36,amd ryzen 5
196.0,32.0,12.43,256.0,176.49,intel i3
166.0,32.0,13.97,512.0,250.63,amd ryzen 3
143.0,16.0,3.61,256.0,147.33,intel i7
89.0,16.0,7.42,512.0,216.53,amd ryzen 7
260.0,16.0,6.86,512.0,310.6,intel i3
94.0,16.0,6.56,512.0,214.16,amd ryzen 7
79.0,16.0,9.68,512.0,269.48,intel i7
226.0,16.0,4.64,256.0,74.68,intel i5
150.0,32.0,13.13,256.0,114.14,amd ryzen 3
25.0,32.0,15.35,512.0,136.74,intel i7
79.0,32.0,10.81,512.0,398.77,intel i7
161.0,16.0,8.15,256.0,193.36,intel i5
178.0,32.0,12.31,512.0,254.45,amd ryzen 3
164.0,32.0,12.91,256.0,58.72,amd ryzen 3
257.0,16.0,7.36,512.0,314.13,intel i3
116.0,32.0,11.09,512.0,335.2,amd ryzen 5
210.0,16.0,10.35,512.0,366.4,amd ryzen 3
129.0,16.0,11.14,256.0,111.88,intel i5
147.0,32.0,17.49,512.0,292.54,intel i3
259.0,16.0,8.27,256.0,246.0,intel i3
118.0,32.0,13.19,512.0,371.24,intel i5
183.0,16.0,7.02,256.0,91.03,intel i7
166.0,16.0,6.87,256.0,246.0,amd ryzen 5
227.0,16.0,6.77,256.0,111.49,amd ryzen 3
123.0,16.0,7.26,512.0,233.16,intel i7
25.0,32.0,13.47,512.0,292.23,amd ryzen 7
90.0,32.0,12.14,256.0,139.16,amd ryzen 5
25.0,32.0,14.63,256.0,188.8,amd ryzen 7
161.0,16.0,9.5,512.0,292.95,intel i5
114.0,16.0,7.38,256.0,200.61,
310.0,16.0,4.25,512.0,275.43,intel i3
225.0,16.0,7.53,256.0,10.0,amd ryzen 3
133.0,16.0,6.28,512.0,309.78,amd ryzen 7
89.0,32.0,12.55,256.0,214.25,amd ryzen 5
141.0,16.0,5.98,512.0,268.91,amd ryzen 7
69.0,32.0,15.13,256.0,107.36,amd ryzen 5
71.0,32.0,16.75,512.0,366.7,
167.0,16.0,4.15,512.0,74.02,intel i7
159.0,16.0,7.47,512.0,437.36,amd ryzen 5
538.0,16.0,4.65,256.0,132.68,amd ryzen 3
71.0,16.0,8.73,512.0,164.08,amd ryzen 7
100.0,16.0,7.08,256.0,162.09,amd ryzen 7
84.0,16.0,8.04,256.0,59.64,amd ryzen 7
164.0,16.0,10.33,256.0,233.57,intel i5
