duration,total_ram,free_ram,total_disk,free_disk,processor
165,16.0,6.27,256.0,158.87,amd ryzen 5
144,16.0,10.04,256.0,197.03,intel i5
162,16.0,4.85,512.0,196.43,intel i7
170,16.0,4.63,512.0,265.94,intel i7
179,16.0,5.8,512.0,315.62,amd ryzen 5
42,32.0,16.61,256.0,246.0,amd ryzen 5
164,16.0,5.13,512.0,378.63,amd ryzen 5
220,16.0,7.41,256.0,174.87,amd ryzen 3
111,32.0,12.75,512.0,271.59,intel i5
134,32.0,16.9,512.0,346.17,intel i3
161,16.0,6.63,256.0,31.4,amd ryzen 5
212,16.0,8.68,256.0,18.86,amd ryzen 3
113,16.0,6.33,256.0,246.0,amd ryzen 7
204,32.0,11.14,256.0,115.51,intel i3
25,32.0,19.23,256.0,208.93,intel i5
89,16.0,6.68,256.0,212.88,amd ryzen 7
232,16.0,3.65,512.0,207.49,intel i5
309,16.0,0.85,256.0,119.62,amd ryzen 3
112,32.0,13.08,256.0,153.63,intel i5
128,32.0,12.79,256.0,76.78,amd ryzen 5
162,32.0,15.02,512.0,328.66,intel i3
207,16.0,9.63,512.0,355.25,amd ryzen 3
74,16.0,8.69,256.0,140.79,amd ryzen 7
303,16.0,1.5,512.0,278.72,amd ryzen 3
173,16.0,9.59,256.0,40.95,amd ryzen 5
68,16.0,9.12,512.0,348.76,amd ryzen 7
160,16.0,9.46,256.0,144.07,intel i5
104,16.0,7.81,256.0,213.0,amd ryzen 7
102,16.0,6.54,256.0,246.0,amd ryzen 7
151,16.0,10.4,256.0,115.01,intel i5
134,16.0,4.49,256.0,195.29,intel i7
108,32.0,13.49,512.0,243.77,intel i5
177,16.0,6.07,512.0,363.07,amd ryzen 5
189,16.0,7.3,256.0,25.51,intel i5
246,16.0,7.45,256.0,231.7,amd ryzen 3
108,16.0,6.39,512.0,215.25,amd ryzen 7
166,32.0,13.86,256.0,246.0,amd ryzen 3
172,16.0,6.44,512.0,428.28,amd ryzen 5
106,16.0,5.69,512.0,329.63,amd ryzen 7
221,16.0,6.73,512.0,237.38,amd ryzen 3
131,16.0,7.5,256.0,220.83,intel i7
71,16.0,9.36,512.0,333.51,intel i7
207,16.0,2.14,256.0,64.26,amd ryzen 5
202,16.0,8.32,256.0,181.2,amd ryzen 3
201,16.0,8.46,512.0,354.6,amd ryzen 3
138,32.0,10.67,256.0,131.99,intel i5
62,16.0,9.34,256.0,132.9,amd ryzen 7
194,16.0,5.49,256.0,69.51,amd ryzen 5
169,16.0,9.01,256.0,164.8,intel i5
166,16.0,10.86,512.0,394.91,amd ryzen 3
188,16.0,1.65,512.0,392.22,amd ryzen 7
101,16.0,6.98,256.0,89.47,intel i7
158,16.0,8.95,256.0,218.93,intel i5
110,16.0,6.66,256.0,10.0,amd ryzen 7
179,16.0,5.7,256.0,109.95,amd ryzen 5
154,16.0,5.28,256.0,127.41,intel i7
25,32.0,16.13,512.0,241.09,amd ryzen 7
159,16.0,6.16,256.0,76.3,amd ryzen 5
253,16.0,5.49,256.0,246.0,intel i3
198,16.0,11.22,512.0,346.2,intel i3
144,16.0,6.58,256.0,157.18,intel i7
55,16.0,8.53,512.0,436.35,amd ryzen 7
131,16.0,8.45,256.0,145.16,intel i7
232,16.0,7.59,256.0,185.08,amd ryzen 3
115,16.0,8.58,256.0,155.11,intel i7
113,16.0,7.26,256.0,49.16,intel i7
89,16.0,8.53,512.0,265.73,amd ryzen 7
192,16.0,1.27,512.0,233.8,intel i7
111,32.0,12.62,256.0,95.51,amd ryzen 5
187,16.0,5.88,256.0,201.15,intel i5
271,16.0,2.75,512.0,308.13,amd ryzen 3
158,16.0,3.74,256.0,55.63,intel i7
158,16.0,8.08,256.0,184.14,amd ryzen 5
107,16.0,7.34,512.0,266.71,amd ryzen 7
227,16.0,10.63,256.0,214.94,intel i3
254,16.0,8.68,256.0,127.88,intel i3
135,32.0,11.77,256.0,24.85,intel i5
259,16.0,6.52,256.0,131.25,intel i3
201,16.0,6.32,256.0,130.14,intel i5
156,16.0,3.62,256.0,143.08,intel i7
178,32.0,14.03,512.0,274.8,intel i3
25,32.0,19.93,256.0,155.26,amd ryzen 7
99,16.0,7.7,512.0,194.53,amd ryzen 7
206,16.0,9.57,256.0,165.17,amd ryzen 3
187,16.0,8.35,512.0,245.11,intel i7
29,32.0,16.24,256.0,197.48,intel i7
255,16.0,6.96,256.0,94.84,intel i3
25,32.0,14.82,512.0,218.85,amd ryzen 7
178,32.0,13.11,256.0,99.02,amd ryzen 3
124,32.0,16.3,256.0,244.98,amd ryzen 3
70,16.0,11.76,256.0,223.84,intel i7
260,16.0,8.59,256.0,63.41,intel i3
180,16.0,9.3,256.0,130.86,intel i5
122,16.0,6.74,256.0,130.16,intel i7
263,16.0,8.54,512.0,152.45,intel i3
307,16.0,2.8,256.0,146.11,intel i3
126,16.0,8.22,256.0,205.65,amd ryzen 5
162,16.0,8.1,512.0,307.77,intel i5
87,32.0,12.1,256.0,218.01,amd ryzen 5
196,16.0,10.28,512.0,248.05,amd ryzen 3
217,16.0,3.89,256.0,165.74,intel i5
171,16.0,9.26,512.0,331.19,amd ryzen 5
212,16.0,6.01,512.0,311.15,intel i5
229,16.0,6.58,256.0,183.24,amd ryzen 3
194,16.0,5.18,256.0,121.17,intel i5
216,32.0,12.05,512.0,307.55,intel i3
160,16.0,5.87,512.0,307.44,amd ryzen 5
164,16.0,8.48,512.0,458.23,amd ryzen 5
33,32.0,14.99,256.0,98.48,amd ryzen 7
191,16.0,5.81,256.0,59.72,intel i5
378,32.0,14.25,256.0,164.41,intel i3
75,16.0,9.5,512.0,265.71,intel i7
134,16.0,8.7,512.0,221.69,amd ryzen 5
95,32.0,12.53,256.0,18.58,amd ryzen 5
222,32.0,10.42,256.0,10.0,intel i3
172,16.0,7.67,256.0,84.09,intel i5
163,16.0,9.35,512.0,264.46,intel i5
90,16.0,7.47,512.0,290.09,amd ryzen 7
38,32.0,13.52,512.0,255.57,amd ryzen 7
133,16.0,7.83,512.0,359.23,amd ryzen 5
208,16.0,9.43,256.0,73.36,intel i3
134,32.0,18.77,512.0,278.38,intel i3
26,32.0,14.47,256.0,178.46,amd ryzen 7
95,32.0,13.94,256.0,45.71,intel i5
167,16.0,5.63,256.0,164.66,amd ryzen 5
119,32.0,13.57,256.0,199.56,amd ryzen 5
65,16.0,9.4,512.0,286.42,amd ryzen 7
274,16.0,5.55,256.0,23.17,intel i3
36,32.0,17.5,256.0,87.41,intel i5
234,16.0,6.65,256.0,184.22,intel i3
157,32.0,13.61,256.0,73.05,amd ryzen 3
178,32.0,16.08,256.0,192.61,intel i3
208,16.0,4.71,512.0,238.2,intel i5
241,16.0,3.77,256.0,143.63,amd ryzen 3
25,32.0,14.68,256.0,167.23,intel i7
275,16.0,3.39,256.0,118.74,amd ryzen 3
72,32.0,15.22,512.0,358.07,amd ryzen 5
34,32.0,15.72,512.0,260.89,amd ryzen 7
110,16.0,10.23,512.0,330.84,amd ryzen 5
280,16.0,6.93,256.0,187.7,intel i3
25,32.0,15.04,256.0,113.51,intel i7
206,16.0,5.72,256.0,205.82,intel i5
132,32.0,11.77,256.0,18.43,amd ryzen 5
179,32.0,10.96,512.0,343.22,amd ryzen 3
195,16.0,5.55,256.0,228.04,intel i5
237,16.0,7.11,512.0,329.39,amd ryzen 3
35,32.0,14.85,256.0,128.88,intel i7
113,32.0,13.33,512.0,298.68,intel i5
203,16.0,5.95,256.0,103.97,amd ryzen 5
65,16.0,9.37,512.0,172.45,intel i7
200,32.0,10.3,512.0,133.74,amd ryzen 3
273,16.0,5.46,256.0,55.74,intel i3
178,16.0,10.97,512.0,227.42,amd ryzen 3
152,32.0,12.74,512.0,340.49,amd ryzen 3
234,16.0,0.7,512.0,424.16,amd ryzen 5
122,32.0,17.38,256.0,184.59,amd ryzen 3
110,32.0,12.07,256.0,210.52,intel i5
200,32.0,10.92,512.0,195.36,amd ryzen 3
153,16.0,1.85,512.0,285.27,amd ryzen 7
272,16.0,4.72,512.0,279.52,amd ryzen 3
80,16.0,9.92,256.0,175.72,amd ryzen 7
151,16.0,8.86,512.0,293.65,amd ryzen 5
255,16.0,7.03,256.0,115.43,intel i3
108,16.0,8.53,256.0,240.82,intel i7
127,32.0,15.04,256.0,68.85,amd ryzen 3
194,32.0,14.31,256.0,180.4,intel i3
108,16.0,9.72,256.0,183.3,intel i7
235,16.0,3.21,256.0,35.67,intel i5
281,16.0,2.53,512.0,271.99,amd ryzen 3
144,16.0,7.02,512.0,390.25,amd ryzen 5
104,16.0,7.27,256.0,105.03,amd ryzen 7
33,32.0,15.17,512.0,320.56,amd ryzen 5
147,16.0,8.85,256.0,76.65,amd ryzen 5
195,16.0,6.56,256.0,224.2,intel i5
107,16.0,8.7,512.0,352.59,intel i7
239,16.0,5.92,256.0,178.67,amd ryzen 3
272,16.0,3.67,256.0,234.89,amd ryzen 3
27,32.0,17.91,512.0,249.63,amd ryzen 5
231,16.0,7.1,256.0,34.24,amd ryzen 3
110,32.0,16.98,256.0,97.8,amd ryzen 3
58,32.0,16.23,512.0,203.35,amd ryzen 5
25,32.0,18.59,512.0,256.01,intel i7
239,16.0,10.98,256.0,87.95,intel i3
160,16.0,10.27,256.0,178.69,intel i5
182,16.0,5.05,256.0,167.01,amd ryzen 5
113,32.0,12.04,256.0,246.0,amd ryzen 5
118,32.0,16.62,256.0,122.15,intel i3
156,32.0,13.47,256.0,100.71,amd ryzen 3
186,32.0,12.14,256.0,158.44,intel i3
86,32.0,13.55,256.0,246.0,amd ryzen 5
264,16.0,7.57,256.0,202.83,intel i3
147,16.0,7.94,512.0,267.19,intel i5
122,16.0,9.45,256.0,152.07,amd ryzen 5
89,32.0,14.02,512.0,327.28,amd ryzen 5
203,16.0,7.78,256.0,227.54,amd ryzen 3
342,16.0,3.24,256.0,246.0,intel i3
32,32.0,15.0,512.0,235.42,intel i7
25,32.0,15.61,256.0,201.42,amd ryzen 7
79,16.0,8.59,512.0,414.11,amd ryzen 7
281,16.0,7.78,512.0,321.6,intel i3
155,16.0,7.82,512.0,108.47,amd ryzen 5
168,32.0,14.88,512.0,202.45,intel i3
149,16.0,5.28,512.0,273.89,intel i7
303,16.0,2.84,512.0,242.04,intel i3
246,16.0,6.57,512.0,168.6,amd ryzen 3
97,16.0,8.46,512.0,301.29,intel i7
130,16.0,8.83,256.0,246.0,amd ryzen 5
210,16.0,8.68,256.0,139.03,intel i3
133,32.0,12.58,512.0,331.34,intel i5
38,32.0,12.33,256.0,68.56,amd ryzen 7
29,32.0,19.6,512.0,208.88,intel i5
208,16.0,8.33,256.0,61.88,amd ryzen 3
87,32.0,14.83,256.0,137.86,intel i5
203,16.0,4.74,256.0,148.36,intel i5
116,16.0,9.9,256.0,168.11,amd ryzen 5
150,32.0,16.66,256.0,153.71,intel i3
168,32.0,13.59,256.0,10.0,amd ryzen 3
25,32.0,14.73,256.0,37.24,amd ryzen 7
89,32.0,15.34,512.0,358.11,amd ryzen 5
25,32.0,16.57,256.0,240.18,intel i7
145,16.0,5.11,512.0,363.56,intel i7
312,16.0,1.5,256.0,125.34,intel i3
55,32.0,16.04,256.0,98.96,amd ryzen 5
25,32.0,16.77,512.0,405.62,amd ryzen 7
54,32.0,12.95,512.0,354.12,amd ryzen 7
89,32.0,9.16,256.0,121.64,amd ryzen 7
158,32.0,13.22,512.0,227.62,intel i3
177,16.0,4.16,512.0,356.21,amd ryzen 5
543,16.0,4.45,512.0,161.13,amd ryzen 3
123,16.0,6.37,256.0,110.35,intel i7
183,32.0,12.16,512.0,413.56,intel i3
110,16.0,7.63,256.0,246.0,intel i7
146,32.0,16.18,512.0,379.06,intel i3
119,16.0,6.93,512.0,320.53,intel i7
105,32.0,9.75,256.0,77.46,intel i7
192,16.0,3.72,512.0,223.96,intel i5
185,16.0,7.46,256.0,231.23,amd ryzen 5
174,32.0,13.5,256.0,166.57,intel i3
174,16.0,8.01,256.0,144.26,amd ryzen 5
262,16.0,5.35,512.0,459.17,amd ryzen 3
86,16.0,7.08,256.0,10.0,amd ryzen 7
96,16.0,7.76,512.0,254.73,amd ryzen 7
226,16.0,6.36,256.0,158.82,amd ryzen 3
70,32.0,17.28,256.0,104.71,amd ryzen 5
25,32.0,15.82,256.0,86.79,intel i7
124,16.0,7.58,256.0,83.06,intel i7
171,16.0,12.26,256.0,10.0,amd ryzen 3
204,16.0,9.37,256.0,169.46,amd ryzen 3
153,16.0,4.6,512.0,273.54,intel i7
274,16.0,6.68,512.0,164.79,intel i3
257,16.0,4.41,512.0,307.08,amd ryzen 3
134,32.0,16.86,256.0,173.56,amd ryzen 3
109,16.0,10.35,256.0,246.0,intel i7
146,16.0,6.56,256.0,166.92,amd ryzen 5
111,32.0,11.03,512.0,170.57,amd ryzen 5
238,16.0,6.66,512.0,382.8,amd ryzen 3
54,16.0,12.49,256.0,157.65,amd ryzen 7
116,32.0,13.69,512.0,337.71,intel i5
181,16.0,4.0,256.0,242.03,intel i7
176,16.0,5.85,256.0,43.45,amd ryzen 5
137,32.0,16.37,256.0,22.08,amd ryzen 3
41,32.0,18.64,256.0,126.32,amd ryzen 5
203,16.0,9.12,256.0,170.74,amd ryzen 3
133,16.0,5.39,256.0,156.56,amd ryzen 7
150,32.0,14.7,256.0,195.68,intel i3
261,16.0,4.96,256.0,147.81,amd ryzen 3
166,16.0,5.01,256.0,246.0,amd ryzen 5
25,32.0,14.43,256.0,92.27,amd ryzen 7
189,16.0,9.01,512.0,326.6,amd ryzen 3
97,32.0,17.54,512.0,182.95,amd ryzen 3
103,32.0,14.13,256.0,95.22,intel i5
219,32.0,11.67,256.0,103.34,intel i3
68,32.0,13.93,512.0,265.77,intel i7
110,16.0,6.94,256.0,115.76,amd ryzen 7
48,16.0,8.93,512.0,317.39,amd ryzen 7
136,16.0,7.97,512.0,320.17,intel i7
110,16.0,7.09,256.0,137.71,intel i7
67,32.0,17.37,512.0,112.99,intel i5
153,32.0,15.55,256.0,172.26,amd ryzen 3
56,32.0,14.19,256.0,59.76,intel i7
213,16.0,5.28,256.0,246.0,amd ryzen 5
212,16.0,3.46,512.0,292.64,intel i5
66,32.0,11.42,512.0,305.4,amd ryzen 7
64,16.0,12.36,256.0,116.78,intel i7
197,16.0,4.4,256.0,167.93,amd ryzen 5
67,16.0,8.25,256.0,156.23,amd ryzen 7
28,32.0,14.8,256.0,232.98,intel i7
303,16.0,4.77,256.0,123.05,intel i3
273,16.0,5.93,512.0,281.92,intel i3
212,16.0,10.42,256.0,246.0,amd ryzen 3
216,32.0,12.27,256.0,125.36,intel i3
90,16.0,9.75,512.0,394.31,intel i7
47,32.0,13.45,256.0,161.06,intel i7
101,16.0,8.33,256.0,243.33,amd ryzen 7
25,32.0,15.71,512.0,236.66,amd ryzen 7
25,32.0,15.93,256.0,240.12,amd ryzen 7
97,32.0,11.86,256.0,92.9,amd ryzen 5
202,32.0,10.34,512.0,202.65,amd ryzen 3
131,16.0,5.66,512.0,247.59,intel i7
113,32.0,12.15,256.0,191.17,amd ryzen 5
124,16.0,7.41,512.0,339.6,intel i7
229,16.0,6.96,512.0,257.69,amd ryzen 3
86,16.0,8.5,512.0,221.26,amd ryzen 7
25,32.0,16.09,256.0,191.47,amd ryzen 7
189,32.0,10.38,256.0,95.89,amd ryzen 3
83,16.0,8.68,256.0,99.85,amd ryzen 7
115,16.0,10.28,512.0,288.66,amd ryzen 5
207,16.0,5.76,256.0,169.91,intel i5
247,16.0,6.69,512.0,192.88,intel i3
47,32.0,12.45,512.0,406.84,intel i7
166,16.0,8.47,256.0,138.74,intel i5
183,16.0,6.19,256.0,246.0,intel i5
146,16.0,8.3,256.0,113.37,amd ryzen 5
105,16.0,7.3,512.0,373.92,intel i7
145,32.0,15.65,256.0,148.67,intel i3
146,32.0,14.74,512.0,331.62,amd ryzen 3
182,16.0,8.41,512.0,407.16,intel i5
138,16.0,5.41,256.0,145.97,amd ryzen 7
169,32.0,12.32,512.0,395.27,amd ryzen 3
143,16.0,4.31,256.0,126.27,intel i7
103,16.0,8.39,512.0,410.94,intel i7
170,16.0,7.54,256.0,177.49,intel i5
235,16.0,9.25,256.0,154.01,intel i3
60,32.0,16.79,512.0,362.36,intel i5
281,16.0,4.96,256.0,161.12,intel i3
71,32.0,13.54,512.0,325.88,amd ryzen 5
200,16.0,8.31,512.0,348.02,amd ryzen 3
57,16.0,12.0,256.0,140.66,amd ryzen 7
202,16.0,7.24,512.0,168.82,intel i5
114,16.0,8.32,512.0,385.66,intel i7
68,32.0,15.22,512.0,228.04,intel i5
241,16.0,5.56,256.0,159.22,amd ryzen 3
125,16.0,5.48,256.0,144.09,intel i7
96,16.0,9.46,256.0,246.0,intel i7
155,16.0,6.51,512.0,271.63,amd ryzen 5
155,32.0,13.59,512.0,291.0,intel i3
267,16.0,3.9,512.0,194.92,amd ryzen 3
74,16.0,8.58,256.0,21.89,amd ryzen 7
124,16.0,9.84,256.0,181.75,amd ryzen 5
130,16.0,12.01,256.0,206.34,amd ryzen 5
94,32.0,14.68,256.0,110.41,intel i5
221,16.0,7.63,512.0,147.53,amd ryzen 3
161,16.0,8.78,256.0,97.94,intel i5
78,32.0,13.71,256.0,117.04,amd ryzen 5
112,32.0,17.09,512.0,201.68,amd ryzen 3
57,32.0,16.32,512.0,383.58,amd ryzen 5
265,16.0,4.37,256.0,73.31,amd ryzen 3
44,32.0,18.01,256.0,159.68,intel i5
209,16.0,4.37,256.0,60.94,amd ryzen 5
192,32.0,12.75,256.0,76.86,intel i3
269,16.0,4.67,256.0,167.91,amd ryzen 3
228,16.0,7.02,512.0,214.17,amd ryzen 3
140,32.0,14.65,512.0,363.51,amd ryzen 3
25,32.0,15.71,256.0,170.02,amd ryzen 7
25,32.0,14.46,256.0,149.32,amd ryzen 7
199,32.0,12.52,256.0,143.61,intel i3
208,16.0,9.29,512.0,191.25,amd ryzen 3
83,16.0,8.47,512.0,336.14,intel i7
184,16.0,10.37,256.0,50.43,amd ryzen 3
74,16.0,10.26,256.0,71.9,amd ryzen 7
146,16.0,7.74,256.0,160.85,amd ryzen 5
280,16.0,5.76,256.0,229.79,intel i3
65,32.0,13.63,256.0,10.0,intel i7
116,16.0,7.0,512.0,249.87,amd ryzen 7
139,32.0,15.91,512.0,301.75,amd ryzen 3
165,16.0,1.93,512.0,258.86,amd ryzen 7
528,16.0,6.05,256.0,37.03,amd ryzen 3
323,16.0,4.87,256.0,137.4,intel i3
129,16.0,9.54,256.0,118.8,amd ryzen 5
98,32.0,15.08,256.0,10.0,amd ryzen 3
126,16.0,6.75,256.0,160.94,intel i7
261,16.0,7.34,256.0,53.33,intel i3
152,16.0,7.86,256.0,207.26,amd ryzen 5
123,16.0,7.38,512.0,222.4,amd ryzen 7
140,16.0,7.49,512.0,421.56,amd ryzen 5
85,16.0,8.23,512.0,228.36,amd ryzen 7
161,16.0,7.9,512.0,300.33,amd ryzen 5
190,16.0,11.54,512.0,325.27,amd ryzen 3
272,16.0,5.19,512.0,322.34,intel i3
211,16.0,3.95,256.0,93.57,intel i5
124,16.0,5.14,256.0,135.99,amd ryzen 7
132,16.0,6.03,512.0,466.73,intel i7
80,32.0,15.41,256.0,246.0,amd ryzen 5
233,16.0,7.87,256.0,95.39,intel i3
48,32.0,15.65,256.0,168.4,intel i5
163,16.0,7.77,512.0,413.32,intel i5
83,16.0,9.79,512.0,320.56,intel i7
224,16.0,6.17,512.0,226.2,amd ryzen 3
220,16.0,5.12,512.0,335.07,intel i5
87,32.0,12.74,256.0,201.72,amd ryzen 5
271,16.0,4.77,256.0,170.7,amd ryzen 3
114,16.0,7.6,256.0,120.76,intel i7
100,32.0,17.28,256.0,140.86,amd ryzen 3
115,16.0,7.26,512.0,285.18,intel i7
213,32.0,11.86,256.0,64.98,intel i3
137,16.0,2.79,256.0,162.22,amd ryzen 7
231,16.0,8.21,256.0,106.64,amd ryzen 3
129,32.0,8.1,256.0,76.4,amd ryzen 5
90,16.0,8.42,256.0,172.06,amd ryzen 7
252,16.0,8.27,256.0,131.66,intel i3
80,16.0,9.38,256.0,170.35,amd ryzen 7
276,16.0,4.82,256.0,26.32,intel i3
80,32.0,15.11,512.0,242.5,amd ryzen 5
126,32.0,17.31,256.0,200.63,amd ryzen 3
192,32.0,10.09,256.0,246.0,amd ryzen 3
169,16.0,6.96,256.0,88.13,amd ryzen 5
73,16.0,9.09,256.0,245.54,amd ryzen 7
147,16.0,4.56,512.0,230.85,intel i7
144,16.0,4.56,256.0,109.53,amd ryzen 7
100,32.0,17.98,512.0,290.82,amd ryzen 3
180,16.0,6.94,256.0,160.34,intel i5
238,16.0,8.91,512.0,297.74,intel i3
88,16.0,9.68,512.0,436.24,intel i7
258,16.0,6.43,256.0,78.52,intel i3
130,16.0,5.24,512.0,414.57,amd ryzen 7
248,16.0,7.68,256.0,201.56,intel i3
222,16.0,8.12,256.0,129.58,amd ryzen 3
279,16.0,5.31,256.0,88.68,intel i3
189,16.0,12.61,256.0,239.29,intel i3
136,16.0,5.0,512.0,321.52,intel i7
116,16.0,6.74,512.0,177.12,amd ryzen 7
138,16.0,7.62,512.0,335.56,intel i7
152,16.0,8.75,256.0,10.0,amd ryzen 5
285,16.0,4.25,512.0,344.29,amd ryzen 3
254,16.0,7.36,512.0,312.87,intel i3
174,16.0,7.75,256.0,70.82,amd ryzen 5
185,16.0,6.22,256.0,83.0,amd ryzen 5
199,32.0,14.01,512.0,302.94,intel i3
107,16.0,6.72,256.0,107.93,amd ryzen 7
232,16.0,7.63,512.0,302.45,amd ryzen 3
169,32.0,11.96,256.0,246.0,amd ryzen 3
211,16.0,9.62,256.0,226.21,amd ryzen 3
25,32.0,15.79,512.0,195.9,amd ryzen 7
65,32.0,14.58,256.0,126.95,amd ryzen 5
161,16.0,5.09,256.0,156.4,intel i7
36,32.0,13.61,512.0,333.43,intel i7
147,16.0,4.44,512.0,371.26,intel i7
126,16.0,4.55,512.0,240.76,amd ryzen 7
33,16.0,12.02,256.0,36.84,amd ryzen 7
94,16.0,10.53,512.0,328.04,intel i7
43,32.0,15.96,256.0,51.21,intel i7
178,16.0,5.47,512.0,190.64,amd ryzen 5
226,16.0,10.21,512.0,335.64,intel i3
148,32.0,13.79,256.0,45.72,amd ryzen 3
122,32.0,15.75,512.0,276.96,amd ryzen 3
279,16.0,4.27,256.0,62.61,intel i3
87,16.0,8.94,512.0,244.85,intel i7
167,32.0,12.53,256.0,174.6,amd ryzen 3
173,32.0,13.02,512.0,341.16,intel i3
55,32.0,14.26,256.0,162.62,intel i7
247,16.0,7.67,256.0,58.5,intel i3
128,16.0,8.03,256.0,211.02,intel i7
101,16.0,7.86,256.0,138.44,amd ryzen 7
258,16.0,8.06,256.0,110.86,intel i3
158,16.0,9.5,512.0,259.78,intel i5
255,16.0,5.93,256.0,139.43,amd ryzen 3
138,16.0,6.83,256.0,139.01,amd ryzen 7
201,16.0,4.67,512.0,327.76,amd ryzen 5
222,32.0,10.28,256.0,141.88,intel i3
231,16.0,5.79,512.0,360.24,amd ryzen 3
238,16.0,9.35,512.0,254.19,intel i3
78,32.0,9.71,512.0,376.9,amd ryzen 7
216,16.0,9.76,256.0,77.26,intel i3
624,16.0,3.35,256.0,130.46,amd ryzen 3
296,16.0,4.66,512.0,305.79,intel i3
251,16.0,9.69,512.0,247.47,intel i3
187,32.0,13.3,512.0,249.48,intel i3
25,32.0,16.73,256.0,238.82,amd ryzen 7
97,16.0,8.31,256.0,217.6,amd ryzen 7
129,16.0,7.21,256.0,109.89,intel i7
61,32.0,14.37,512.0,237.93,amd ryzen 5
205,16.0,7.21,512.0,404.79,intel i5
127,16.0,6.54,512.0,312.47,intel i7
109,32.0,11.79,512.0,154.47,intel i5
146,16.0,5.86,512.0,295.28,intel i7
162,16.0,6.45,512.0,348.12,amd ryzen 5
98,16.0,8.94,256.0,98.53,intel i7
151,16.0,5.65,256.0,78.47,intel i7
187,16.0,8.79,256.0,115.99,amd ryzen 3
249,16.0,8.24,512.0,193.19,intel i3
153,32.0,16.73,256.0,136.21,intel i3
25,32.0,16.2,256.0,10.0,intel i7
235,16.0,8.01,256.0,101.65,intel i3
256,16.0,5.67,512.0,297.97,amd ryzen 3
267,16.0,5.82,512.0,183.11,intel i3
252,32.0,8.42,512.0,207.53,intel i3
239,16.0,4.95,256.0,207.59,amd ryzen 3
253,16.0,4.25,256.0,109.37,amd ryzen 3
209,32.0,8.77,256.0,187.5,amd ryzen 3
55,32.0,16.48,256.0,38.48,amd ryzen 5
130,32.0,14.97,256.0,102.34,amd ryzen 3
123,16.0,4.74,256.0,34.71,amd ryzen 7
190,16.0,6.22,256.0,183.49,intel i5
239,16.0,9.57,512.0,360.22,intel i3
194,16.0,5.98,512.0,174.16,intel i5
177,16.0,6.31,256.0,177.4,amd ryzen 5
205,32.0,11.29,512.0,339.85,intel i3
25,32.0,16.19,256.0,104.86,amd ryzen 7
55,32.0,12.83,512.0,266.65,intel i7
104,16.0,8.34,256.0,197.23,intel i7
88,16.0,9.92,256.0,125.38,intel i7
104,32.0,13.46,256.0,170.7,intel i5
47,32.0,12.55,256.0,104.61,amd ryzen 7
150,16.0,7.19,256.0,106.94,intel i7
87,16.0,8.31,512.0,287.59,amd ryzen 7
192,16.0,4.48,256.0,84.76,intel i5
148,16.0,7.64,256.0,185.98,amd ryzen 5
243,16.0,5.43,256.0,87.37,intel i3
201,16.0,10.45,256.0,40.64,amd ryzen 3
153,16.0,5.1,256.0,152.53,intel i7
25,32.0,13.8,256.0,246.0,amd ryzen 7
251,16.0,2.96,256.0,55.26,amd ryzen 3
258,16.0,4.58,256.0,123.37,amd ryzen 3
142,16.0,9.24,512.0,390.71,amd ryzen 5
102,16.0,6.86,256.0,176.66,amd ryzen 7
209,32.0,10.09,512.0,286.55,amd ryzen 3
81,32.0,14.52,256.0,69.81,amd ryzen 5
188,16.0,7.0,512.0,376.04,intel i5
182,32.0,12.09,256.0,92.71,amd ryzen 3
73,32.0,14.76,256.0,246.0,amd ryzen 5
189,16.0,9.77,256.0,212.34,amd ryzen 3
73,16.0,8.83,256.0,138.58,amd ryzen 7
97,16.0,9.09,512.0,459.65,intel i7
224,16.0,7.75,256.0,206.48,amd ryzen 3
225,32.0,10.19,512.0,293.74,intel i3
95,16.0,10.65,256.0,114.2,amd ryzen 5
148,32.0,13.65,512.0,270.03,amd ryzen 3
203,16.0,9.8,256.0,176.43,amd ryzen 3
131,32.0,13.55,512.0,259.25,intel i5
242,16.0,6.48,256.0,246.0,amd ryzen 3
66,32.0,15.92,256.0,24.62,amd ryzen 5
177,32.0,12.02,512.0,379.61,amd ryzen 3
74,32.0,14.45,256.0,235.98,amd ryzen 5
178,16.0,5.84,512.0,248.05,intel i5
214,16.0,6.65,256.0,134.01,amd ryzen 3
164,16.0,9.22,256.0,205.61,intel i5
69,32.0,13.36,512.0,336.51,amd ryzen 5
80,16.0,9.15,256.0,131.86,amd ryzen 7
108,16.0,7.16,512.0,268.35,amd ryzen 7
37,32.0,16.07,256.0,117.07,intel i7
214,16.0,7.57,512.0,185.18,amd ryzen 3
125,16.0,12.27,256.0,246.0,intel i5
139,16.0,8.26,512.0,218.54,amd ryzen 5
147,32.0,14.25,512.0,306.43,intel i3
64,16.0,10.62,512.0,292.48,amd ryzen 7
25,32.0,12.08,512.0,323.48,amd ryzen 7
195,32.0,8.85,256.0,82.25,amd ryzen 3
134,16.0,8.54,512.0,131.05,amd ryzen 5
216,16.0,10.04,256.0,128.7,amd ryzen 3
285,16.0,5.68,256.0,246.0,intel i3
187,16.0,7.07,512.0,302.41,intel i5
69,16.0,9.3,256.0,230.31,amd ryzen 7
107,16.0,10.4,256.0,54.24,amd ryzen 5
222,16.0,4.08,256.0,131.82,intel i5
137,16.0,5.48,256.0,126.61,intel i7
